group,group_name,section_id,part,section_name,unit_id,unit_line,unit_kind,display,change_id,rid,lineup_order,round,kind,status,new_in_latest,latest_status,applied_in,scope,target_text,target_line,old,new,old_sentence,new_sentence,source_file,source_ref,idea,form_only
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s3,55,sentence,full,CH-0229,B-55,376,S76,edit,applied,yes,anchored,file 11,span,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),59,contracts can change,contracts change,"An episode is a history in which contracts can change, and every change carries a provenance record.","An episode is a history in which contracts change, and every change carries a provenance record.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: changed f10 L59 s3 -> f11 L57 s5; S81 det 03 §1 place M11",question,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s4,55,sentence,full,CH-0620,D-39,937,S95,edit,applied,no,anchored,scrubbed copy,sentence,draft 5,55,Derivation 7 shows the two are consistent.,Argument 7 rules out a conflict between them.,Derivation 7 shows the two are consistent.,Argument 7 rules out a conflict between them.,tests/S95 Scrub - scripts/replacements.json,entries[38]; line 55; swap; TRUTH-OR-FOUNDATION,argument,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s4,55,sentence,term line,CH-1137,D-655,1362,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,55,"""Derivation 7 shows the two are consistent"" (l. 55)","""Argument 7 rules out a conflict between them""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.3, table row at file line 72; sceptic's row 52",account,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s4,55,sentence,term line,CH-1126,D-661,1368,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**primitive**, the two **primitives**, ""primitive 2"" (Θ and N)","**import**, the two **imports**, ""import 2""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 83; sceptic's row 31",inputs,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s4,55,sentence,full,CH-0959,D-382,1630,S96,edit,applied,yes,anchored,repaired copy,sentence,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",55,Argument 7 rules out a conflict between them.,"Argument 7 rules out a conflict between them, for whoever can use it.",Argument 7 rules out a conflict between them.,"Argument 7 rules out a conflict between them, for whoever can use it.",tests/S96 Repair - scripts/replacements_stage2.json,entries[3]; line 55; group W; ref: R-3; how: as worded,ruling,no
G03,Questions,sec-L55-55,Part 0 — Read this first,"Grievances, anticipated / 10. ""Freezing the question for assessment while letting questions change across episodes is having it both ways.""",L55.s4,55,sentence,full,CH-0959,D-845,1658,S96,recommendation,applied,yes,anchored,repaired copy,sentence,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",55,Argument 7 rules out a conflict between them.,"Argument 7 rules out a conflict between them, for whoever can use it.",Argument 7 rules out a conflict between them.,"Argument 7 rules out a conflict between them, for whoever can use it.",results/S96 Check of the repaired copy - whole text.md,"section 5, R-3, proposal 1",ruling,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L604.s1,604,sentence,full,CH-0857,D-276,1174,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,604,construction witness,construction trace,An assessment event with contract \(C\) and an episode in which \(C\) is replaced by \(C'\) with a construction witness are both representable without contradiction.,An assessment event with contract \(C\) and an episode in which \(C\) is replaced by \(C'\) with a construction trace are both representable without contradiction.,tests/S95 Scrub - scripts/replacements.json,entries[275]; line 604; swap; TRUTH-OR-FOUNDATION; generated by an AUTO rule of replacements_source.py,creativity,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L604.s1,604,sentence,term line,CH-1065,D-523,1230,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,witness (construction); witness (mathematics),trace; instance,,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 47 (section: Proofs and arguments),constructions,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L604.s1,604,sentence,term line,CH-1182,D-674,1381,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**construction witness** (Parts IV, X; l. 47, 155, 197, 225, 405, 409, 411, 542, 584, 604)",**construction trace**,,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 96; sceptic's row 36",provenance,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s1,606,sentence,full,CH-0860,D-279,1177,S95,edit,applied,yes,anchored,scrubbed copy,sentence,draft 5,606,*Proof.*,*Why this and not its denial.*,*Proof.*,*Why this and not its denial.*,tests/S95 Scrub - scripts/replacements.json,entries[278]; line 606; swap; LISTED; generated by an AUTO rule of replacements_source.py,form,yes
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s1,606,sentence,term line,CH-1061,D-519,1226,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,*Proof.*,*Why this and not its denial.*,,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 43 (section: Proofs and arguments),argument,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s1,606,sentence,term line,CH-1129,D-681,1388,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,606,"""its truth is fixed at that index … may both be true"" (l. 606)","""whether it is met is fixed at that index … both may be met""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 108; sceptic's row 37",question,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s2,606,sentence,full,CH-0858,D-277,1175,S95,edit,applied,no,anchored,scrubbed copy,span,draft 5,606,The assessment is indexed to \(C\) and its truth is fixed at that index,"The assessment is indexed to \(C\), and whether \(\mathcal E\) meets (E) on \(C\) is fixed at that index","The assessment is indexed to \(C\) and its truth is fixed at that index (Part VIII, historical index).","The assessment is indexed to \(C\), and whether \(\mathcal E\) meets (E) on \(C\) is fixed at that index (Part VIII, historical index).",tests/S95 Scrub - scripts/replacements.json,entries[276]; line 606; rewording; LISTED,layers,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s2,606,sentence,term line,CH-1076,D-534,1241,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"truth value; mathematical truths; ""its truth is fixed""; ""may both be true""","reachable or unreachable; mathematical statements; ""whether E meets (E) on C is fixed""; ""E can meet (E) on C and fail it on C′""",,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 68 (section: Truth, fact and error)",constructions,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s2,606,sentence,term line,CH-1129,D-681,1388,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,606,"""its truth is fixed at that index … may both be true"" (l. 606)","""whether it is met is fixed at that index … both may be met""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 108; sceptic's row 37",question,no
G03,Questions,sec-L602-608,Part XVI — Arguments,7. The frozen assessment and the moving question are consistent,L606.s2,606,sentence,full,CH-0995,D-418,1777,S97,edit,applied,yes,anchored,latest text,span,repaired copy,606,"and whether \(\mathcal E\) meets (E) on \(C\) is fixed at that index (Part VIII, historical index).","and whether \(\mathcal E\) meets (E) on \(C\) is a claim at that index (Part VIII, historical index).","The assessment is indexed to \(C\), and whether \(\mathcal E\) meets (E) on \(C\) is fixed at that index (Part VIII, historical index).","The assessment is indexed to \(C\), and whether \(\mathcal E\) meets (E) on \(C\) is a claim at that index (Part VIII, historical index).",tests/S96 Repair - scripts/replacements_stage3.json,entries[11]; line 606; group O; ruling: S28 (i),layers,no
